,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Day,Price Per Gallon
964,2022-10-06,-19.0,-8.0,17.0,-29.0,-40.0,9.0,Thursday,5.504
965,2022-10-07,-20.0,-10.0,21.0,-30.0,-43.0,9.0,Friday,5.504
966,2022-10-08,-22.0,-14.0,41.0,-6.0,-16.0,0.0,Saturday,5.504
967,2022-10-09,-11.0,-13.0,18.0,-6.0,-10.0,1.0,Sunday,5.504
968,2022-10-10,-21.0,-11.0,2.0,-31.0,-44.0,10.0,Monday,5.504
969,2022-10-11,-18.0,-10.0,24.0,-29.0,-40.0,9.0,Tuesday,
970,2022-10-12,-19.0,-10.0,23.0,-33.0,-41.0,9.0,Wednesday,
971,2022-10-13,-21.0,-10.0,10.0,-30.0,-41.0,9.0,Thursday,
972,2022-10-14,-18.0,-9.0,16.0,-29.0,-44.0,9.0,Friday,
973,2022-10-15,-19.0,-15.0,13.0,1.0,-16.0,1.0,Saturday,
